"Year","Area","Region","trap_no","lon","lat","Total_Abundance","First_Occurrence_5pct","Peak_Occurrence_Mode"
"2022","Chungcheong","Cheonan-si",2,127.27125,36.86130556,43,14.7250947017685,19.0022715980623
"2022","Chungcheong","Cheongju-si",1,127.49375,36.57919444,113,13.9040632244637,16.0038910644081
"2022","Chungcheong","Cheongju-si",3,127.4925556,36.57958333,72,14.4966479106305,15.5680297730945
"2022","Chungcheong","Cheongyang-gun",1,126.8303611,36.42363889,186,15.7482082606939,18.0362216989825
"2022","Chungcheong","Cheongyang-gun",2,126.8308056,36.42413889,339,16.1385532264153,17.734588221055
"2022","Chungcheong","Chungju-si",1,127.97,37.057,853,15.7049528743001,17.0284479886127
"2022","Chungcheong","Chungju-si",3,127.9710833,37.05625,812,15.6003264537841,17.3260376783093
"2022","Chungcheong","Dangjin-si",2,126.55475,37.035,77,12.2321391383465,13.7925245084486
"2022","Chungcheong","Danyang-gun",1,128.3535278,36.99805556,112,15.5197014711091,20.4753959499312
"2022","Chungcheong","Eumseong-gun",1,127.6426667,36.97486111,2702,15.4548967991177,17.6789739290149
"2022","Chungcheong","Eumseong-gun",3,127.6430278,36.9755,2334,15.623353618572,16.9454455574792
"2022","Chungcheong","Goesan-gun",2,127.8139722,36.73194444,747,15.6162847803918,17.540013446908
"2022","Chungcheong","Jecheon-si",1,128.1816389,37.01091667,941,15.8351744551637,17.2478728633209
"2022","Chungcheong","Jecheon-si",2,128.1813611,37.01163889,836,15.4930264287036,16.7950568837907
"2022","Chungcheong","Jecheon-si",3,128.1810278,37.01222222,615,15.6041998955668,16.8601244653904
"2022","Chungcheong","Jincheon-gun",1,127.4155833,36.87258333,177,15.4416722615005,16.7270992488094
"2022","Chungcheong","Jincheon-gun",2,127.4155833,36.87236111,181,15.5701468057718,16.8771537123492
"2022","Chungcheong","Jincheon-gun",3,127.4155278,36.87258333,229,15.5648516335768,16.7942078609429
"2022","Chungcheong","Okcheon-gun",2,127.7148611,36.2965,268,15.918018331918,17.739216490547
"2022","Chungcheong","Sejong-si",1,127.2330278,36.55286111,167,13.7816782357859,16.5553966449403
"2022","Chungcheong","Seocheon-gun",2,126.6108056,36.10086111,4722,12.1325074140092,12.890567671145
"2022","Chungcheong","Seocheon-gun",3,126.6128611,36.10175,4037,12.1427991810313,12.8367884086135
"2022","Chungcheong","Taean-gun",1,126.1473611,36.79038889,10173,12.2625092693481,13.0233791903846
"2022","Chungcheong","Taean-gun",2,126.1470556,36.79044444,8904,12.2440756967565,13.0039370738561
"2022","Chungcheong","Taean-gun",3,126.1475278,36.78877778,7490,12.2780376457945,13.0602356217364
"2022","Chungcheong","Yeongdong-gun",1,127.7382778,36.12875,244,16.0110838402057,17.9953086225382
"2022","Chungcheong","Yesan-gun",3,126.8398889,36.66380556,61,15.4251014078032,16.7013831432299
"2022","Gangwon","Chuncheon-si",2,127.7680556,37.89888889,317,16.0822747198747,17.6436774871655
"2022","Gangwon","Chuncheon-si",3,127.7676389,37.89891667,593,16.2109153065566,17.7601155751027
"2022","Gangwon","Donghae-si",1,129.1212222,37.50836111,653,13.5310582054031,15.3439465498039
"2022","Gangwon","Donghae-si",2,129.1206667,37.50819444,1059,14.1215554630723,16.12497698754
"2022","Gangwon","Donghae-si",3,129.1204444,37.50783333,1326,14.3584052103408,16.1565095233311
"2022","Gangwon","Gangneung-si",1,129.0446111,37.63130556,577,13.7556033113211,17.4381140743773
"2022","Gangwon","Gangneung-si",2,129.0451667,37.63077778,1091,14.7988654384286,17.1084342942085
"2022","Gangwon","Goseong-gun",1,128.5431944,38.30677778,312,16.3824693845944,17.8080215157357
"2022","Gangwon","Hoengseong-gun",2,128.1033333,37.51555556,1548,16.9282413045936,19.95979208467
"2022","Gangwon","Inje-gun",1,128.2725,38.00675,806,18.0505186872135,19.2147328006198
"2022","Gangwon","Pyeongchang-gun",1,128.4500278,37.54802778,1592,18.584332846628,20.1304793426198
"2022","Gangwon","Pyeongchang-gun",3,128.4503056,37.54691667,2906,18.6176758550143,20.1433085647096
"2022","Gangwon","Samcheok-si",1,129.3255,37.27730556,425,15.7911893526242,16.5345172791345
"2022","Gangwon","Samcheok-si",2,129.3253056,37.27777778,921,15.8662459600896,17.4105036135036
"2022","Gangwon","Samcheok-si",3,129.3251389,37.27691667,394,15.8018584164061,17.141174210632
"2022","Gangwon","Sokcho-si",3,128.5527778,38.20116667,587,16.3716130370854,17.8948562023659
"2022","Gangwon","Yanggu-gun",2,127.9986944,38.10469444,1548,17.9794017272101,19.0741059673225
"2022","Gangwon","Yangyang-gun",2,128.6728056,38.08175,142,15.4446253470336,17.8518125697707
"2022","Gangwon","Yangyang-gun",3,128.6720278,38.08166667,161,15.8798249209331,17.9813478249576
"2022","Gyeongbuk","Andong-si",2,128.7249167,36.61991667,26,15.8099232269841,17.1017140255589
"2022","Gyeongbuk","Buk-gu, Daegu",1,128.5897222,35.93294444,943,13.4098863945297,14.6521642703115
"2022","Gyeongbuk","Cheongdo-gun",1,128.7611667,35.64258333,230,13.2037743753556,14.4397201574964
"2022","Gyeongbuk","Cheongdo-gun",2,128.7595278,35.64380556,333,12.6224502831036,14.7249959157307
"2022","Gyeongbuk","Chilgok-gun",2,128.4719167,36.048,138,13.8870345627868,16.1946271822196
"2022","Gyeongbuk","Dalseong-gun, Daegu",3,128.4765833,35.78533333,719,13.2658574287382,14.4380070220331
"2022","Gyeongbuk","Gimcheon-si",1,128.0979722,35.98972222,1480,16.4052211989307,17.9977241242672
"2022","Gyeongbuk","Gimcheon-si",2,128.0958333,35.98886111,2665,16.5915704618768,18.1891662924328
"2022","Gyeongbuk","Gimcheon-si",3,128.098,35.98975,2883,16.7846885523333,18.2350870257571
"2022","Gyeongbuk","Goryeong-gun",1,128.3204444,35.76433333,993,14.0270948420827,14.6575573522951
"2022","Gyeongbuk","Goryeong-gun",3,128.3311667,35.76077778,2105,13.6174425348483,14.9547504161353
"2022","Gyeongbuk","Gumi-si",3,128.4507778,36.16583333,348,12.8366585106474,14.7126345868391
"2022","Gyeongbuk","Gunwi-gun, Daegu",2,128.7270278,36.12522222,631,15.8447353848086,16.9910670895973
"2022","Gyeongbuk","Gyeongsan-si",1,128.7913889,35.92236111,436,13.6408642103415,14.7140283386173
"2022","Gyeongbuk","Gyeongsan-si",3,128.7756667,35.93305556,1064,15.7661752665135,17.1550875006593
"2022","Gyeongbuk","Mungyeong-si",2,128.1271111,36.65830556,99,16.2388291863058,18.0368592893415
"2022","Gyeongbuk","Sangju-si",2,128.1445833,36.37769444,93,13.5063192378228,14.6685998058252
"2022","Gyeongbuk","Seongju-gun",2,128.2251667,35.90919444,429,13.732324551772,14.891419626065
"2022","Gyeongbuk","Seongju-gun",3,128.2297222,35.91177778,1409,14.0168785429945,15.8698098388402
"2022","Gyeongbuk","Uiseong-gun",2,128.6787778,36.29711111,834,15.466893004353,16.3394046311585
"2022","Gyeongbuk","Yeongcheon-si",1,128.8162222,36.00266667,129,13.6794885227871,19.4985797107137
"2022","Gyeongbuk","Yeongcheon-si",2,128.8155556,36.00161111,163,13.7882532395153,15.2503439082843
"2022","Gyeonggi","Anyang-si",1,126.9229167,37.41780556,469,11.6278988658577,18.3459838391619
"2022","Gyeonggi","Anyang-si",2,126.9230556,37.41769444,515,10.0516579010904,16.6640126188464
"2022","Gyeonggi","Ganghwa-gun, Incheon",3,126.4496111,37.59386111,75,15.0298117348461,15.9052357488919
"2022","Gyeonggi","Gapyeong-gun",1,127.4746667,37.7945,919,16.8269536694071,18.6502332648518
"2022","Gyeonggi","Gapyeong-gun",3,127.4746667,37.795,792,16.8324602900711,18.7222156708439
"2022","Gyeonggi","Goyang-si",1,126.8825833,37.66586111,959,15.5017185476264,16.828840957162
"2022","Gyeonggi","Goyang-si",2,126.8821111,37.66594444,656,15.4383716100342,16.5844753463589
"2022","Gyeonggi","Goyang-si",3,126.8818611,37.66636111,533,15.4879734608826,16.6697835427593
"2022","Gyeonggi","Hanam-si",2,127.2389444,37.50347222,1284,16.3617166535557,18.3242527447128
"2022","Gyeonggi","Icheon-si",1,127.4572222,37.18613889,34,15.6086241755351,17.5517841279859
"2022","Gyeonggi","Icheon-si",3,127.4578611,37.18613889,57,15.398679171946,17.0815100307824
"2022","Gyeonggi","Ongjin-gun, Incheon",1,126.5285278,37.24436111,152,11.4787344411897,14.1162980440583
"2022","Gyeonggi","Ongjin-gun, Incheon",3,126.5323611,37.24383333,318,11.82943218058,13.242925525588
"2022","Gyeonggi","Osan-si",2,127.0167778,37.17372222,385,16.0127104579278,18.9458924209109
"2022","Gyeonggi","Paju-si",1,126.8901111,37.73572222,245,15.3869692209904,16.3926906969856
"2022","Gyeonggi","Paju-si",2,126.8898333,37.73586111,360,15.6589831308217,16.8687437282773
"2022","Gyeonggi","Pocheon-si",2,127.2351389,37.93258333,322,16.1104494297699,17.323828178197
"2022","Gyeonggi","Pyeongtaek-si",1,126.87775,36.99122222,389,15.7571535398015,17.263249701762
"2022","Gyeonggi","Pyeongtaek-si",2,126.8774167,36.99002778,435,15.8600740238947,18.3798442646813
"2022","Gyeonggi","Pyeongtaek-si",3,126.87725,36.99225,222,15.254219234744,16.8034144589376
"2022","Gyeonggi","Seongnam-si",1,127.0985556,37.41911111,2137,15.3378746770711,16.3119475472463
"2022","Gyeonggi","Seongnam-si",2,127.0991111,37.41919444,3157,15.4918946486198,16.6070056028858
"2022","Gyeonggi","Uiwang-si",1,127.0008056,37.35725,804,15.5277484220546,16.8489150793473
"2022","Gyeonggi","Uiwang-si",2,127.0004722,37.35716667,1042,15.788232259984,17.3126092932962
"2022","Gyeonggi","Uiwang-si",3,127.0003889,37.35719444,600,15.9250355838297,17.6497548286793
"2022","Gyeonggi","Yangju-si",2,127.0353056,37.80658333,314,15.8295446669915,16.8389836647123
"2022","Gyeonggi","Yeoju-si",1,127.6283056,37.25144444,143,15.7280284880352,17.2928667256291
"2022","Gyeonggi","Yeoju-si",3,127.6274167,37.25197222,61,13.2046425841409,18.5502140776081
"2022","Gyeongnam","Changnyeong-gun",1,128.52825,35.49361111,234,13.1460773651543,16.0011999904682
"2022","Gyeongnam","Changnyeong-gun",2,128.5296667,35.49344444,369,13.4634717294818,16.2569827461603
"2022","Gyeongnam","Changwon-si",1,128.6116111,35.17055556,3802,8.42639691270675,9.50829211045049
"2022","Gyeongnam","Changwon-si",2,128.6031944,35.16388889,1398,8.06759129767762,9.02261328491518
"2022","Gyeongnam","Changwon-si",3,128.6063611,35.16191667,2232,8.02388982101004,8.97384724312777
"2022","Gyeongnam","Dong-gu, Ulsan",1,129.4500278,35.56475,24475,7.64923706950335,8.89053208225646
"2022","Gyeongnam","Geochang-gun",1,127.9427222,35.70036111,574,15.3239229588848,17.4545890609071
"2022","Gyeongnam","Geochang-gun",2,127.9405,35.70305556,546,16.2025979564854,18.0898805457111
"2022","Gyeongnam","Geochang-gun",3,127.9677778,35.71022222,470,16.3609874573669,18.6826603928009
"2022","Gyeongnam","Geoje-si",1,128.5894722,34.82052778,6657,8.24062770360614,9.08434878892096
"2022","Gyeongnam","Geoje-si",2,128.58875,34.81902778,9562,8.19790294850675,9.09131162139197
"2022","Gyeongnam","Gijang-gun, Busan",1,129.2528611,35.27241667,5037,7.60700982814962,8.67617254007121
"2022","Gyeongnam","Gimhae-si",1,128.8471667,35.23677778,3824,7.96628302184689,9.02642220066903
"2022","Gyeongnam","Gimhae-si",3,128.8396111,35.23922222,1167,9.34534702872206,11.5858924575859
"2022","Gyeongnam","Goseong-gun",1,128.1977778,34.91538889,2841,8.1399961650435,8.99594658917925
"2022","Gyeongnam","Goseong-gun",2,128.1945,34.91186111,6991,8.09077034787125,9.10620428939485
"2022","Gyeongnam","Hadong-gun",1,127.8810556,34.95444444,249,9.01681225505147,9.82692894999692
"2022","Gyeongnam","Hadong-gun",3,127.8868056,34.95972222,339,9.59269718438917,10.7042983849026
"2022","Gyeongnam","Haman-gun",1,128.4338333,35.29802778,1706,10.7603694365617,11.7297108458884
"2022","Gyeongnam","Haman-gun",2,128.4391111,35.28236111,1232,9.68352386610336,11.0867064020774
"2022","Gyeongnam","Haman-gun",3,128.4363611,35.30091667,1781,10.3685055292211,11.6473630545236
"2022","Gyeongnam","Hapcheon-gun",1,128.1732778,35.53911111,3221,13.451139413241,14.7139523418935
"2022","Gyeongnam","Jinju-si",1,128.0923056,35.21483333,2919,9.27785531045361,10.5190604566808
"2022","Gyeongnam","Jinju-si",2,128.0991944,35.21263889,1694,9.38767785008766,11.125413737195
"2022","Gyeongnam","Jinju-si",3,128.1039722,35.20125,5374,9.32384033659027,10.6472228108375
"2022","Gyeongnam","Miryang-si",1,128.7775,35.473,848,9.87071883302306,12.8169529552621
"2022","Gyeongnam","Miryang-si",3,128.7814722,35.47880556,1183,10.8325343390173,14.1842386869962
"2022","Gyeongnam","Namhae-gun",2,127.9230833,34.81966667,321,7.77904358401839,8.69112049809233
"2022","Gyeongnam","Sacheon-si",1,127.9648889,34.97741667,5900,7.8203707084278,8.92201233754449
"2022","Gyeongnam","Sacheon-si",2,127.9656111,34.97594444,2035,8.49148491863159,9.07058666206372
"2022","Gyeongnam","Sancheong-gun",2,127.8389167,35.41058333,173,13.3422085994897,17.6186811078003
"2022","Gyeongnam","Tongyeong-si",1,128.4268333,34.934,4454,8.90269555254866,9.55657308462858
"2022","Gyeongnam","Tongyeong-si",2,128.4236389,34.93611111,15463,8.38854734513389,9.40396500119823
"2022","Gyeongnam","Tongyeong-si",3,128.423,34.93869444,7109,8.1188230265422,9.15438717072974
"2022","Gyeongnam","Uiryeong-gun",1,128.2822778,35.37891667,1439,10.6966077281018,15.1926804214595
"2022","Gyeongnam","Yangsan-si",1,129.02425,35.34711111,10888,8.98148092713375,10.061283036607
"2022","Gyeongnam","Yangsan-si",2,129.0166389,35.35094444,7400,8.83036506835628,10.1863859812436
"2022","Gyeongnam","Yangsan-si",3,129.0233611,35.34272222,19000,8.25322522623193,9.42948193505508
"2022","Jeonbuk","Buan-gun",1,126.6311667,35.72380556,144,11.5167909618266,12.3329776303397
"2022","Jeonbuk","Buan-gun",2,126.63125,35.72427778,291,11.0173222265986,12.0657346172243
"2022","Jeonbuk","Gimje-si",1,126.9271944,35.77138889,1903,11.4692832161876,12.2234908314409
"2022","Jeonbuk","Gimje-si",3,126.9262222,35.77213889,923,11.49393777636,12.1977684927797
"2022","Jeonbuk","Gochang-gun",1,126.50075,35.51644444,141,11.8293898004367,12.6133818288841
"2022","Jeonbuk","Gochang-gun",3,126.5006389,35.51741667,30,10.5797655440266,11.3922336707327
"2022","Jeonbuk","Gunsan-si",1,126.5236111,35.95072222,294,11.5690740243671,12.3219063123434
"2022","Jeonbuk","Iksan-si",2,127.0479722,35.99613889,350,11.2627545672638,12.4759241768062
"2022","Jeonbuk","Imsil-gun",1,127.2695,35.59655556,2470,11.9806106711615,12.2080125431156
"2022","Jeonbuk","Imsil-gun",2,127.269,35.59666667,1632,11.7254935595929,13.082210445044
"2022","Jeonbuk","Jeongeup-si",1,126.8616389,35.60927778,89,11.0223481133973,11.7850448843458
"2022","Jeonbuk","Jeongeup-si",2,126.8609167,35.60888889,116,11.1989992226917,11.9717773454688
"2022","Jeonbuk","Jeongeup-si",3,126.8606944,35.60841667,102,11.1968816063253,12.0333811426406
"2022","Jeonbuk","Jeonju-si",1,127.0875278,35.79888889,1200,10.9809453873649,12.1923078007225
"2022","Jeonbuk","Jeonju-si",2,127.0870278,35.79861111,1806,10.9182288897841,12.0894932895931
"2022","Jeonbuk","Namwon-si",3,127.3626111,35.47902778,207,11.8067691585121,12.532019418866
"2022","Jeonbuk","Seo-gu, Daejeon",2,127.3410278,36.28972222,37,12.1923459192812,12.6934151013854
"2022","Jeonbuk","Sunchang-gun",1,127.1458056,35.41341667,1047,11.8203056448795,12.6354718053978
"2022","Jeonbuk","Sunchang-gun",3,127.14775,35.41438889,2723,12.1009920856597,12.9758318967673
"2022","Jeonbuk","Wanju-gun",2,127.2028889,35.95991667,499,11.1152707670518,13.4407773236055
"2022","Jeonnam","Damyang-gun",1,127.0198889,35.28930556,573,10.3221435788692,11.6505144573572
"2022","Jeonnam","Goheung-gun",1,127.4835556,34.63491667,835,7.85873783304213,9.06975056637799
"2022","Jeonnam","Goheung-gun",2,127.4841667,34.63475,1886,7.63588465353816,8.89369580457306
"2022","Jeonnam","Gokseong-gun",1,127.2405556,35.23055556,11764,11.3631794811601,12.2043546700803
"2022","Jeonnam","Gokseong-gun",2,127.2406111,35.23022222,8326,11.4074863782937,12.2312976200282
"2022","Jeonnam","Gokseong-gun",3,127.2404444,35.22975,7672,11.0902204176745,12.0067857445664
"2022","Jeonnam","Gurye-gun",2,127.4255278,35.27930556,3246,11.2684854824981,12.5310781823839
"2022","Jeonnam","Gurye-gun",3,127.4245278,35.27969444,1526,11.4355130887695,12.5662284663497
"2022","Jeonnam","Gwangyang-si",1,127.6209722,34.91886111,793,8.42069644273377,9.68030210398023
"2022","Jeonnam","Gwangyang-si",2,127.6210833,34.91822222,729,8.70520225501075,9.88974656594858
"2022","Jeonnam","Gwangyang-si",3,127.6201944,34.91869444,349,7.39683372149142,10.9022624169647
"2022","Jeonnam","Hwasun-gun",1,127.0748889,35.02872222,1610,10.9801832741933,12.1042983298411
"2022","Jeonnam","Hwasun-gun",2,127.0751111,35.02963889,2888,10.846831331801,12.0701838731294
"2022","Jeonnam","Hwasun-gun",3,127.076,35.03277778,1542,10.7325588643564,12.2101731328174
"2022","Jeonnam","Jangseong-gun",1,126.8159444,35.42438889,3804,11.5045873089494,12.2779668143378
"2022","Jeonnam","Jangseong-gun",2,126.8173056,35.42308333,2867,11.9605157340895,12.8264883441141
"2022","Jeonnam","Muan-gun",1,126.4007222,34.90236111,275,9.42202456870234,10.3275690854127
"2022","Jeonnam","Muan-gun",2,126.4004444,34.90225,752,9.67457215875149,10.4969504493104
"2022","Jeonnam","Naju-si",1,126.7039722,35.02480556,1245,9.32774107241649,10.355061543762
"2022","Jeonnam","Naju-si",3,126.6823056,35.01794444,1620,8.65697986064163,10.9576170438832
"2022","Jeonnam","Seo-gu, Gwangju",3,126.8336389,35.1285,350,8.85367455242553,9.84084191132758
"2022","Jeonnam","Suncheon-si",1,127.4658333,34.84516667,965,7.91305216069197,9.3134515167308
"2022","Jeonnam","Suncheon-si",2,127.4649722,34.84525,930,7.87839766416619,8.83634599552672
"2022","Jeonnam","Suncheon-si",3,127.4697778,34.84752778,1099,7.85166889027393,8.76978308113349
"2022","Jeonnam","Yeongam-gun",2,126.5398889,34.75266667,1374,7.63336323995617,9.08246810767681
"2022","Jeonnam","Yeonggwang-gun",3,126.3966944,35.29958333,561,9.79626686878339,10.7452058173627
"2022","Jeonnam","Yeosu-si",2,127.6185278,34.70980556,1477,8.07051722663245,9.13459584646495
"2023","Chungcheong","Cheongju-si",3,127.4925556,36.57958333,263,13.5698878551944,14.4026082493103
"2023","Chungcheong","Hongseong-gun",3,126.6254444,36.55275,143,13.1988311002717,14.675198773077
"2023","Chungcheong","Jecheon-si",2,128.1813611,37.01163889,612,13.2209923233812,15.2462819841035
"2023","Chungcheong","Nonsan-si",1,127.1613611,36.21044444,144,13.3242963341019,14.6098902832287
"2023","Chungcheong","Seocheon-gun",1,126.6123611,36.10241667,1987,9.9128048327534,11.0018659260457
"2023","Gangwon","Donghae-si",1,129.1212222,37.50836111,2621,13.8845994553275,15.2661472918551
"2023","Gangwon","Goseong-gun",1,128.5431944,38.30677778,796,15.5318481855334,17.169728931582
"2023","Gangwon","Pyeongchang-gun",3,128.4503056,37.54691667,1355,17.3721103673042,18.3317025422869
"2023","Gangwon","Yangyang-gun",1,128.6733056,38.082,415,15.0961921171353,16.5851290828052
"2023","Gangwon","Yeongwol-gun",3,128.4302222,37.21575,829,16.290300587424,17.5073519046136
"2023","Gyeongbuk","Gimcheon-si",1,128.0979722,35.98972222,916,14.8440307108448,16.7435149052017
"2023","Gyeongbuk","Gimcheon-si",3,128.098,35.98975,1795,14.754196251811,16.2899387549222
"2023","Gyeongbuk","Gyeongju-si",2,129.2307222,35.85344444,300,13.0279276673832,14.1527108929939
"2023","Gyeongbuk","Gyeongju-si",3,129.1235,35.78130556,383,13.895163447455,14.2143346936453
"2023","Gyeonggi","Gimpo-si",2,126.7085,37.63677778,1019,13.8702463989763,16.4576376702257
"2023","Gyeongnam","Dong-gu, Ulsan",2,129.4502778,35.56677778,35458,6.61393498008146,7.60526493704819
"2023","Gyeongnam","Haman-gun",1,128.4338333,35.29802778,1567,8.57684942822632,9.42172545911695
"2023","Gyeongnam","Haman-gun",2,128.4391111,35.28236111,1415,8.34133581303213,9.03511254564653
"2023","Gyeongnam","Hapcheon-gun",2,128.1728611,35.54316667,1620,13.4045057914908,14.3453556860855
"2023","Gyeongnam","Jinju-si",1,128.0923056,35.21483333,1940,7.69204443770012,9.13687711317012
"2023","Gyeongnam","Nam-gu, Busan",1,129.1073611,35.10844444,20989,7.24830697387273,8.1165339332729
"2023","Gyeongnam","Yangsan-si",2,129.0166389,35.35094444,14731,7.78830125663537,8.76945158721047
"2023","Gyeongnam","Yangsan-si",3,129.0233611,35.34272222,31864,7.30760719315555,8.084758929326
"2023","Jeonbuk","Jeonju-si",1,127.0875278,35.79888889,649,8.99634973876968,10.230598549617
"2023","Jeonnam","Boseong-gun",2,127.15575,34.69794444,4959,7.40805572601446,8.37865811293323
"2023","Jeonnam","Gokseong-gun",1,127.2405556,35.23055556,3705,9.63531387636833,10.2306275824649
"2023","Jeonnam","Gokseong-gun",2,127.2406111,35.23022222,3093,9.82261037047062,10.4181722871851
"2023","Jeonnam","Gokseong-gun",3,127.2404444,35.22975,2774,9.72360011533466,10.3204074291608
"2023","Jeonnam","Haenam-gun",1,126.3091667,34.58002778,8077,8.62276495832567,9.23425231738164
"2023","Jeonnam","Hwasun-gun",1,127.0748889,35.02872222,1781,9.52518142775551,10.3171049673997
"2023","Jeonnam","Hwasun-gun",2,127.0751111,35.02963889,4106,9.69718400623789,10.477616963835
"2023","Jeonnam","Hwasun-gun",3,127.076,35.03277778,1633,9.52366869660615,10.3580530689706
"2023","Jeonnam","Jangseong-gun",1,126.8159444,35.42438889,773,9.62765313188182,10.69866138512
"2023","Jeonnam","Jangseong-gun",2,126.8173056,35.42308333,965,9.42968172487045,10.5361636050549
"2023","Jeonnam","Jangseong-gun",3,126.8190833,35.42275,7532,9.79577786086272,10.5285837717701
"2023","Jeonnam","Wando-gun",1,126.7697778,34.33486111,17305,7.1992334741533,8.25816066300018
